"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"448",2,261,"Valdez-Cordova Census Area Total Migration-US and Foreign",452,2018,580
"449",2,275,"Wrangell City and Borough Total Migration-US and Foreign",104,2018,97
"450",2,290,"Yukon-Koyukuk Census Area Total Migration-US and Foreign",126,2018,315
"451",4,1,"Apache County Total Migration-US and Foreign",3698,2018,4137
"452",4,3,"Cochise County Total Migration-US and Foreign",8234,2018,7639
"453",4,5,"Coconino County Total Migration-US and Foreign",7259,2018,7877
"454",4,7,"Gila County Total Migration-US and Foreign",2856,2018,2299
"455",4,9,"Graham County Total Migration-US and Foreign",1462,2018,1304
"456",4,11,"Greenlee County Total Migration-US and Foreign",468,2018,517
"457",4,12,"La Paz County Total Migration-US and Foreign",1055,2018,998
"458",4,13,"Maricopa County Total Migration-US and Foreign",163061,2018,123441
"459",4,15,"Mohave County Total Migration-US and Foreign",12556,2018,8973
"460",4,17,"Navajo County Total Migration-US and Foreign",5838,2018,5026
"461",4,19,"Pima County Total Migration-US and Foreign",37963,2018,31689
"462",4,21,"Pinal County Total Migration-US and Foreign",34990,2018,23560
"463",4,23,"Santa Cruz County Total Migration-US and Foreign",1796,2018,1917
"464",4,25,"Yavapai County Total Migration-US and Foreign",14346,2018,10190
"465",4,27,"Yuma County Total Migration-US and Foreign",9167,2018,8443
"466",5,1,"Arkansas County Total Migration-US and Foreign",503,2018,706
"467",5,3,"Ashley County Total Migration-US and Foreign",450,2018,664
"468",5,5,"Baxter County Total Migration-US and Foreign",2114,2018,1638
"469",5,7,"Benton County Total Migration-US and Foreign",18388,2018,13869
"470",5,9,"Boone County Total Migration-US and Foreign",1696,2018,1444
"471",5,11,"Bradley County Total Migration-US and Foreign",302,2018,411
"472",5,13,"Calhoun County Total Migration-US and Foreign",185,2018,190
"473",5,15,"Carroll County Total Migration-US and Foreign",1382,2018,1260
"474",5,17,"Chicot County Total Migration-US and Foreign",336,2018,473
"475",5,19,"Clark County Total Migration-US and Foreign",877,2018,901
"476",5,21,"Clay County Total Migration-US and Foreign",525,2018,642
"477",5,23,"Cleburne County Total Migration-US and Foreign",1267,2018,1292
"478",5,25,"Cleveland County Total Migration-US and Foreign",272,2018,282
"479",5,27,"Columbia County Total Migration-US and Foreign",677,2018,791
"480",5,29,"Conway County Total Migration-US and Foreign",989,2018,967
"481",5,31,"Craighead County Total Migration-US and Foreign",5213,2018,5060
"482",5,33,"Crawford County Total Migration-US and Foreign",3148,2018,2987
"483",5,35,"Crittenden County Total Migration-US and Foreign",1832,2018,2215
"484",5,37,"Cross County Total Migration-US and Foreign",689,2018,720
"485",5,39,"Dallas County Total Migration-US and Foreign",236,2018,336
"486",5,41,"Desha County Total Migration-US and Foreign",417,2018,584
"487",5,43,"Drew County Total Migration-US and Foreign",711,2018,756
"488",5,45,"Faulkner County Total Migration-US and Foreign",5613,2018,5889
"489",5,47,"Franklin County Total Migration-US and Foreign",801,2018,794
"490",5,49,"Fulton County Total Migration-US and Foreign",703,2018,614
"491",5,51,"Garland County Total Migration-US and Foreign",4431,2018,4016
"492",5,53,"Grant County Total Migration-US and Foreign",885,2018,719
"493",5,55,"Greene County Total Migration-US and Foreign",2027,2018,1867
"494",5,57,"Hempstead County Total Migration-US and Foreign",769,2018,999
"495",5,59,"Hot Spring County Total Migration-US and Foreign",1596,2018,1414
"496",5,61,"Howard County Total Migration-US and Foreign",567,2018,617
"497",5,63,"Independence County Total Migration-US and Foreign",1475,2018,1442
"498",5,65,"Izard County Total Migration-US and Foreign",621,2018,603
"499",5,67,"Jackson County Total Migration-US and Foreign",511,2018,548
"500",5,69,"Jefferson County Total Migration-US and Foreign",1972,2018,3054
"501",5,71,"Johnson County Total Migration-US and Foreign",1049,2018,1102
"502",5,73,"Lafayette County Total Migration-US and Foreign",209,2018,286
"503",5,75,"Lawrence County Total Migration-US and Foreign",752,2018,766
"504",5,77,"Lee County Total Migration-US and Foreign",243,2018,356
"505",5,79,"Lincoln County Total Migration-US and Foreign",399,2018,360
"506",5,81,"Little River County Total Migration-US and Foreign",482,2018,505
"507",5,83,"Logan County Total Migration-US and Foreign",799,2018,890
"508",5,85,"Lonoke County Total Migration-US and Foreign",5037,2018,4645
"509",5,87,"Madison County Total Migration-US and Foreign",1015,2018,828
"510",5,89,"Marion County Total Migration-US and Foreign",970,2018,864
"511",5,91,"Miller County Total Migration-US and Foreign",2487,2018,2514
"512",5,93,"Mississippi County Total Migration-US and Foreign",1318,2018,1732
"513",5,95,"Monroe County Total Migration-US and Foreign",277,2018,396
"514",5,97,"Montgomery County Total Migration-US and Foreign",356,2018,301
"515",5,99,"Nevada County Total Migration-US and Foreign",367,2018,419
"516",5,101,"Newton County Total Migration-US and Foreign",309,2018,317
"517",5,103,"Ouachita County Total Migration-US and Foreign",840,2018,813
"518",5,105,"Perry County Total Migration-US and Foreign",465,2018,411
"519",5,107,"Phillips County Total Migration-US and Foreign",488,2018,730
"520",5,109,"Pike County Total Migration-US and Foreign",535,2018,422
"521",5,111,"Poinsett County Total Migration-US and Foreign",995,2018,1060
"522",5,113,"Polk County Total Migration-US and Foreign",581,2018,688
"523",5,115,"Pope County Total Migration-US and Foreign",2617,2018,2509
"524",5,117,"Prairie County Total Migration-US and Foreign",284,2018,234
"525",5,119,"Pulaski County Total Migration-US and Foreign",16723,2018,18190
"526",5,121,"Randolph County Total Migration-US and Foreign",908,2018,782
"527",5,123,"St. Francis County Total Migration-US and Foreign",780,2018,1152
"528",5,125,"Saline County Total Migration-US and Foreign",7184,2018,5763
"529",5,127,"Scott County Total Migration-US and Foreign",447,2018,391
"530",5,129,"Searcy County Total Migration-US and Foreign",249,2018,238
"531",5,131,"Sebastian County Total Migration-US and Foreign",5812,2018,6185
"532",5,133,"Sevier County Total Migration-US and Foreign",531,2018,577
"533",5,135,"Sharp County Total Migration-US and Foreign",1106,2018,994
"534",5,137,"Stone County Total Migration-US and Foreign",550,2018,447
"535",5,139,"Union County Total Migration-US and Foreign",1247,2018,1532
"536",5,141,"Van Buren County Total Migration-US and Foreign",810,2018,741
"537",5,143,"Washington County Total Migration-US and Foreign",12012,2018,12147
"538",5,145,"White County Total Migration-US and Foreign",3230,2018,3204
"539",5,147,"Woodruff County Total Migration-US and Foreign",197,2018,251
"540",5,149,"Yell County Total Migration-US and Foreign",899,2018,966
"541",6,1,"Alameda County Total Migration-US and Foreign",73109,2018,85562
"542",6,3,"Alpine County Total Migration-US and Foreign",49,2018,56
"543",6,5,"Amador County Total Migration-US and Foreign",2019,2018,1486
"544",6,7,"Butte County Total Migration-US and Foreign",6449,2018,14647
"545",6,9,"Calaveras County Total Migration-US and Foreign",2733,2018,2281
"546",6,11,"Colusa County Total Migration-US and Foreign",763,2018,672
"547",6,13,"Contra Costa County Total Migration-US and Foreign",49595,2018,50890
"548",6,15,"Del Norte County Total Migration-US and Foreign",893,2018,811
"549",6,17,"El Dorado County Total Migration-US and Foreign",10501,2018,9348
"550",6,19,"Fresno County Total Migration-US and Foreign",22396,2018,22811
"551",6,21,"Glenn County Total Migration-US and Foreign",1353,2018,1256
"552",6,23,"Humboldt County Total Migration-US and Foreign",3943,2018,4417
"553",6,25,"Imperial County Total Migration-US and Foreign",4626,2018,5769
"554",6,27,"Inyo County Total Migration-US and Foreign",866,2018,816
"555",6,29,"Kern County Total Migration-US and Foreign",25797,2018,24531
"556",6,31,"Kings County Total Migration-US and Foreign",6591,2018,6684
"557",6,33,"Lake County Total Migration-US and Foreign",2527,2018,2377
"558",6,35,"Lassen County Total Migration-US and Foreign",1191,2018,1197
"559",6,37,"Los Angeles County Total Migration-US and Foreign",182748,2018,268467
"560",6,39,"Madera County Total Migration-US and Foreign",5705,2018,5475
"561",6,41,"Marin County Total Migration-US and Foreign",10812,2018,11298
"562",6,43,"Mariposa County Total Migration-US and Foreign",869,2018,982
"563",6,45,"Mendocino County Total Migration-US and Foreign",2706,2018,2979
"564",6,47,"Merced County Total Migration-US and Foreign",10363,2018,9078
"565",6,49,"Modoc County Total Migration-US and Foreign",360,2018,343
"566",6,51,"Mono County Total Migration-US and Foreign",752,2018,784
"567",6,53,"Monterey County Total Migration-US and Foreign",14032,2018,17043
"568",6,55,"Napa County Total Migration-US and Foreign",5288,2018,6081
"569",6,57,"Nevada County Total Migration-US and Foreign",5348,2018,5072
"570",6,59,"Orange County Total Migration-US and Foreign",98516,2018,112483
"571",6,61,"Placer County Total Migration-US and Foreign",24687,2018,20359
"572",6,63,"Plumas County Total Migration-US and Foreign",957,2018,977
"573",6,65,"Riverside County Total Migration-US and Foreign",107243,2018,93607
"574",6,67,"Sacramento County Total Migration-US and Foreign",56521,2018,55812
"575",6,69,"San Benito County Total Migration-US and Foreign",3934,2018,3056
"576",6,71,"San Bernardino County Total Migration-US and Foreign",93020,2018,90665
"577",6,73,"San Diego County Total Migration-US and Foreign",111293,2018,126786
"578",6,75,"San Francisco County Total Migration-US and Foreign",42587,2018,56029
"579",6,77,"San Joaquin County Total Migration-US and Foreign",30570,2018,26740
"580",6,79,"San Luis Obispo County Total Migration-US and Foreign",10321,2018,10485
"581",6,81,"San Mateo County Total Migration-US and Foreign",36538,2018,45374
"582",6,83,"Santa Barbara County Total Migration-US and Foreign",13264,2018,15395
"583",6,85,"Santa Clara County Total Migration-US and Foreign",67142,2018,90553
"584",6,87,"Santa Cruz County Total Migration-US and Foreign",9177,2018,10728
"585",6,89,"Shasta County Total Migration-US and Foreign",7168,2018,7058
"586",6,91,"Sierra County Total Migration-US and Foreign",152,2018,129
"587",6,93,"Siskiyou County Total Migration-US and Foreign",1690,2018,1750
"588",6,95,"Solano County Total Migration-US and Foreign",22070,2018,21711
"589",6,97,"Sonoma County Total Migration-US and Foreign",14012,2018,16225
"590",6,99,"Stanislaus County Total Migration-US and Foreign",18444,2018,18727
"591",6,101,"Sutter County Total Migration-US and Foreign",4689,2018,4631
"592",6,103,"Tehama County Total Migration-US and Foreign",3466,2018,3216
"593",6,105,"Trinity County Total Migration-US and Foreign",332,2018,443
"594",6,107,"Tulare County Total Migration-US and Foreign",10745,2018,10970
"595",6,109,"Tuolumne County Total Migration-US and Foreign",2216,2018,2091
"596",6,111,"Ventura County Total Migration-US and Foreign",27274,2018,30430
"597",6,113,"Yolo County Total Migration-US and Foreign",9652,2018,10789
"598",6,115,"Yuba County Total Migration-US and Foreign",6386,2018,5737
"599",8,1,"Adams County Total Migration-US and Foreign",38770,2018,38370
"600",8,3,"Alamosa County Total Migration-US and Foreign",870,2018,908
"601",8,5,"Arapahoe County Total Migration-US and Foreign",52702,2018,54401
"602",8,7,"Archuleta County Total Migration-US and Foreign",979,2018,795
"603",8,9,"Baca County Total Migration-US and Foreign",47,2018,97
"604",8,11,"Bent County Total Migration-US and Foreign",166,2018,190
"605",8,13,"Boulder County Total Migration-US and Foreign",20115,2018,20072
"606",8,14,"Broomfield County Total Migration-US and Foreign",8815,2018,7962
"607",8,15,"Chaffee County Total Migration-US and Foreign",1420,2018,1111
"608",8,17,"Cheyenne County Total Migration-US and Foreign",51,2018,46
"609",8,19,"Clear Creek County Total Migration-US and Foreign",800,2018,716
"610",8,21,"Conejos County Total Migration-US and Foreign",266,2018,263
"611",8,23,"Costilla County Total Migration-US and Foreign",153,2018,133
"612",8,25,"Crowley County Total Migration-US and Foreign",143,2018,105
"613",8,27,"Custer County Total Migration-US and Foreign",456,2018,310
"614",8,29,"Delta County Total Migration-US and Foreign",1708,2018,1345
"615",8,31,"Denver County Total Migration-US and Foreign",63416,2018,64644
"616",8,33,"Dolores County Total Migration-US and Foreign",51,2018,58
"617",8,35,"Douglas County Total Migration-US and Foreign",29905,2018,23554
"618",8,37,"Eagle County Total Migration-US and Foreign",3145,2018,3487
"619",8,39,"Elbert County Total Migration-US and Foreign",2342,2018,1822
"620",8,41,"El Paso County Total Migration-US and Foreign",51251,2018,48240
"621",8,43,"Fremont County Total Migration-US and Foreign",2403,2018,2010
"622",8,45,"Garfield County Total Migration-US and Foreign",3074,2018,3139
"623",8,47,"Gilpin County Total Migration-US and Foreign",447,2018,383
"624",8,49,"Grand County Total Migration-US and Foreign",1148,2018,1047
"625",8,51,"Gunnison County Total Migration-US and Foreign",1025,2018,970
"626",8,55,"Huerfano County Total Migration-US and Foreign",436,2018,375
"627",8,57,"Jackson County Total Migration-US and Foreign",51,2018,44
"628",8,59,"Jefferson County Total Migration-US and Foreign",41703,2018,40952
"629",8,63,"Kit Carson County Total Migration-US and Foreign",268,2018,329
"630",8,65,"Lake County Total Migration-US and Foreign",561,2018,516
"631",8,67,"La Plata County Total Migration-US and Foreign",3075,2018,3047
"632",8,69,"Larimer County Total Migration-US and Foreign",21185,2018,19662
"633",8,71,"Las Animas County Total Migration-US and Foreign",738,2018,721
"634",8,73,"Lincoln County Total Migration-US and Foreign",247,2018,156
"635",8,75,"Logan County Total Migration-US and Foreign",950,2018,844
"636",8,77,"Mesa County Total Migration-US and Foreign",6599,2018,6007
"637",8,81,"Moffat County Total Migration-US and Foreign",685,2018,754
"638",8,83,"Montezuma County Total Migration-US and Foreign",1334,2018,1161
"639",8,85,"Montrose County Total Migration-US and Foreign",2286,2018,1902
"640",8,87,"Morgan County Total Migration-US and Foreign",1475,2018,1601
"641",8,89,"Otero County Total Migration-US and Foreign",706,2018,700
"642",8,91,"Ouray County Total Migration-US and Foreign",433,2018,323
"643",8,93,"Park County Total Migration-US and Foreign",1500,2018,1277
"644",8,95,"Phillips County Total Migration-US and Foreign",175,2018,199
"645",8,97,"Pitkin County Total Migration-US and Foreign",1150,2018,1249
"646",8,99,"Prowers County Total Migration-US and Foreign",410,2018,359
"647",8,101,"Pueblo County Total Migration-US and Foreign",6846,2018,5983
"648",8,103,"Rio Blanco County Total Migration-US and Foreign",364,2018,376
"649",8,105,"Rio Grande County Total Migration-US and Foreign",724,2018,628
"650",8,107,"Routt County Total Migration-US and Foreign",1462,2018,1464
"651",8,109,"Saguache County Total Migration-US and Foreign",345,2018,331
"652",8,111,"San Juan County Total Migration-US and Foreign",25,2018,35
"653",8,113,"San Miguel County Total Migration-US and Foreign",521,2018,571
"654",8,115,"Sedgwick County Total Migration-US and Foreign",59,2018,144
"655",8,117,"Summit County Total Migration-US and Foreign",2330,2018,2609
"656",8,119,"Teller County Total Migration-US and Foreign",2358,2018,2156
